src,prediction,gt
Create awareness among the community on the warning signs of heart attack and stroke and these are both preventable and treatable,"हृदयविकाराचा झटका आणि मस्तिष्काघाताच्या धोक्याच्या लक्षणांविषयी समाजात जागरूकता निर्माण करा आणि या दोन्ही गोष्टी प्रतिबंध करण्यायोग्य आणि उपचार करण्यायोग्य आहेत, असे सांगितले.",हृदयविकाराचा झटका आणि स्ट्रोकच्या सूचना चिन्हांबद्दल समाजामध्ये जागरूकता निर्माण करा आणि हे दोन्ही टाळता येण्याजोगे आणि उपचार करण्यायोग्य आहेत.
"Worldwide, about 600 million people live in endemic areas.",जगभरात सुमारे 60 कोटी लोक स्थानिक भागात राहतात.,"जगभरात, सुमारे ६० कोटी लोक रोगाचा स्थानिक प्रादुर्भाव असलेल्या भागात राहतात."
"With this in mind, scientists still have not developed a full understanding as to why protein misfolding occurs.","हे लक्षात घेऊन, प्रथिनांची चुकीची दुमडणी का होते याबद्दल शास्त्रज्ञांनी अद्याप पूर्ण समज विकसित केलेली नाही, असे त्यांनी सांगितले.","हे लक्षात घेऊन सुद्धा, प्रथिनांची मिस्फोल्डिंग का घडते याविषयी शास्त्रज्ञांना अद्याप पूर्ण समज निर्माण झालेली नाही."
In the year 1982 Mohan Babu established Sree Lakshmi Prasanna Pictures,1982 साली मोहन बाबू यांनी श्री लक्ष्मी प्रसन्ना पिक्चर्सची स्थापना केली.,१९८२ मध्ये मोहन बाबूने 'श्री लक्ष्मी प्रसन्ना पिक्चर्स'ची स्थापना केली.
"Ashfield, Stirling  Ashfield is a village in Stirling, Scotland.","अॅशफिल्ड, स्टर्लिंग अॅशफिल्ड हे स्कॉटलंडमधील स्टर्लिंग येथील एक गाव आहे.","ॲशफिल्ड, स्टर्लिंग- ॲशफिल्ड हे स्कॉटलंडच्या स्टर्लिंगमधील एक खेडेगाव आहे."
The first post office in Coldwater was created on October 17 1884,कोल्डवॉटरमधील पहिले टपाल कार्यालय 17 ऑक्टोबर 1884 रोजी तयार करण्यात आले होते.,कोल्डवॉटरमधील पहिले टपाल कार्यालय १७ ऑक्टोबर १८८४ रोजी तयार केले गेले.
It says that we have some pending updates For you it may be different,त्यात असे म्हटले आहे की आमच्याकडे काही प्रलंबित अद्यतने आहेत तुमच्यासाठी ती वेगळी असू शकतात.,ते सांगते की आपले काही अपडेट्स बाकी आहेत. तुमच्यासाठी हे कदाचित वेगळे असू शकते.
The last vial in which no bacteria grow contains the antibiotic at the Minimal Inhibiting Concentration.,"ज्या शेवटच्या कुपीत कोणतेही जीवाणू वाढत नाहीत, त्यात किमान प्रतिबंधात्मक सांद्रता असलेल्या प्रतिजैविकांचा समावेश असतो.","ज्या शेवटच्या व्हायलमध्ये कोणतेही बॅक्टेरिया वाढत नाहीत, त्यामध्ये न्यूनतम इनहिबिटिंग संहती असलेले अँटीबायोटीक असते."
She became the main editor of the website in the same year,त्याच वर्षी त्या संकेतस्थळाची मुख्य संपादक बनल्या.,त्याच वर्षी त्या संकेतस्थळाच्या मुख्य संपादक बनल्या.
To protect privacy users must opt into the project though details are yet to emerge,"गोपनीयता राखण्यासाठी वापरकर्त्यांनी प्रकल्पाची निवड करणे आवश्यक आहे, जरी तपशील अद्याप समोर आलेले नाहीत","गोपनीयतेचे रक्षण करण्यासाठी, वापरकर्त्यांनी प्रकल्पाची निवड करणे आवश्यक आहे, जरी तपशील अद्याप समोर आलेले नाहीत."
Chaker served on the cabinet of Moncef Marzouki and Beji Caid Essebsi.,चाकर यांनी मोन्सेफ मार्झौकी आणि बेजी कैड एस्सेब्सी यांच्या मंत्रिमंडळात काम केले.,चाकेर यांनी मोन्सेफ मार्झौकी आणि बेजी केड एस्सेब्सी यांच्या मंत्रिमंडळात काम केले.
So let us just start with this I am creating my PHP tags here Ill start with my syntax which is function,तर आपण फक्त यापासून सुरुवात करूया मी येथे माझे पी. एच. पी. टॅग तयार करीत आहे मी माझ्या वाक्यरचनापासून सुरुवात करतो जे कार्य आहे.,आता सुरूवात करू या. मी येथे PHP tags देत आहे. येथे फंक्शनचा syntax लिहित आहे.
"In the 1960s, De Laurentiis built his own studio facilities.","1960 च्या दशकात, डी लॉरेन्टीसने त्याच्या स्वतःच्या स्टुडिओ सुविधा उभारल्या.","१९६०च्या दशकात, डी लॉरेंटिसने स्वत:च्या स्टुडिओ सुविधा बांधल्या."
You can usually access the database through the website of your states secretary of state,तुम्ही सहसा तुमच्या राज्याच्या राज्य सचिवांच्या संकेतस्थळाद्वारे डेटाबेसमध्ये प्रवेश करू शकता.,आपण सहसा आपल्या राज्याच्या सचिवांच्या संकेतस्थळाच्या माध्यमातून डेटाबेसपर्यंत पोहोचू शकता.
This is a few hundred meters to the north of the rock,हे खडकाच्या उत्तरेस काहीशे मीटर अंतरावर आहे.,हे खडकाच्या उत्तरेस काहीशे मीटर अंतरावर आहे.
The Save dialogbox appears,'जतन करा'संवादपेटी दिसते.,Save डायलॉग बॉक्स दिसेल.
"The Pteridophytes diversity of India includes 1,022 species of which Tamil Nadu has about 184 species.","भारतातील टेरिडोफाइट्सच्या विविधतेत 1,022 प्रजातींचा समावेश आहे, ज्यापैकी तामिळनाडूमध्ये सुमारे 184 प्रजाती आहेत.","भारताच्या टेरिडोफाईट्स विविधतेत १,०२२ प्रजातींचा समावेश आहे, ज्यापैकी सुमारे १८४ प्रजाती तामिळनाडूमध्ये आढळतात."
Help and projects available from Spoken Tutorial and FOSSEE projects,स्पोकन ट्युटोरियल आणि एफ. ओ. एस. एस. ई. ई. प्रकल्पांमधून मदत आणि प्रकल्प उपलब्ध,स्पोकन ट्यूटोरियल आणि FOSSEE प्रॉजेक्ट्स मधून उपलब्ध मदत आणि प्रॉजेक्ट्स.
Basically that will let us show our image here,मुळात ते आपल्याला येथे आपली प्रतिमा दाखवेल.,जे आपल्याला योग्य image दाखवेल.
Here let’s click on the cell referenced as B14 and enter ”Sheet 2”,येथे B14 म्हणून संदर्भित सेलवर क्लिक करूया आणि'पत्रक 2'प्रविष्ट करूया.,"येथे ""B14"" सेल वर क्लिक करा आणि ”Sheet 2” प्रविष्ट करा."
Geometrical isomerism arises due to different spatial arrangement of atoms around a doublebond,दुहेरी बंधाजवळ अणूंच्या वेगवेगळ्या अवकाशीय व्यवस्थेमुळे भौमितिक समरूपता उद्भवते.,Geometrical isomerism तयार होतो: डबल बॉन्डच्या भोवती अणूंच्या विविध स्थानिक व्यवस्था (spatial arrangement) मुळे
These crossings were for one of the roads going up or down England,हे क्रॉसिंग इंग्लंडच्या वर किंवा खाली जाणाऱ्या रस्त्यांपैकी एका रस्त्यासाठी होते.,हे चौक इंग्लंडच्या वरच्या किंवा खालच्या भागात जाणाऱ्या रस्त्यांपैकी एकासाठी होते.
"Since 2003, Dhoni's life has been chronicled in the media.",2003 पासून धोनीचे जीवन प्रसारमाध्यमांमध्ये नोंदवले जात आहे.,२००३ पासून प्रसारमाध्यमांमध्ये धोनीचे आयुष्य गाजत आहे.
"From Penang, ""Sepak Raga Jaring"" spread to Alor Setar in Kedah, to Kampung Baru in Kuala Lumpur and then to Singapore.","पेनांगपासून'सेपक रागा जेरिंग'हा केदाहमधील अलोर सेतर, क्वालालंपूरमधील कंपुंग बारू आणि नंतर सिंगापूरपर्यंत पसरला.","पेनांगपासून ""सेपाक रागा जेरिंग"" केदाहमधील अलोर सेतर, क्वालालंपूरमधील कांपुंग बारू आणि नंतर सिंगापूरपर्यंत ओळखला जाऊ लागला."
To practice this tutorial you should have OMEdit installed on your system,या ट्युटोरिअलचा सराव करण्यासाठी तुम्ही तुमच्या प्रणालीवर ओ. एम. ई. डी. टी. स्थापित केले पाहिजे.,ह्या ट्युटोरिअलचा सराव करण्यासाठी तुमच्या सिस्टमवर OMEdit इन्टॉल असणे आवश्यक आहे.
Switch to the browser and open your moodle site. Make sure that the XAMPP service is running.,ब्राउझरवर जा आणि तुमचे मूडल संकेतस्थळ उघडा. एक्स. ए. एम. पी. पी. सेवा चालू आहे याची खात्री करा.,ब्राउजरवर जा आणि तुमचे moodle site उघडा. XAMPP service रन करीत आहे याची खात्री करा.
There are various tool options and menu options in Inkscape We will learn about each one in detail in the series,इंकस्केपमध्ये विविध साधन पर्याय आणि मेनू पर्याय आहेत आपण या मालिकेत प्रत्येकाबद्दल तपशीलवार जाणून घेऊ.,इंकस्केपमध्ये विविध टूल पर्याय आणि मेनू पर्याय आहेत. आपण सविस्तरपणे या श्रेणीतील प्रत्येकाबद्दल अधिक माहिती घेऊ.
Wear eye protection protective gloves and laboratory coat at all times,डोळ्यांचे संरक्षण करणारे हातमोजे आणि प्रयोगशाळेतील कोट नेहमी घाला.,"डोळ्यांचे संरक्षक साधन, संरक्षक हातमोजे व प्रयोगशाळेतील कोट सदैव परिधान करा."
Open Layer Properties dialog-box again.,लेयर प्रॉपर्टीज संवादपेटी पुन्हा उघडा.,परत लेयर प्रॉपर्टीज डायलॉग बॉक्स उघडा.
The house is over 300 years old and has about 100 rooms,हे घर 300 वर्षांहून अधिक जुने आहे आणि त्यात सुमारे 100 खोल्या आहेत.,हे घर ३०० वर्षांहून अधिक जुने असून त्यात सुमारे १०० खोल्या आहेत.
These vendors sell a single cake topped with some kind of sweet sauce,"हे विक्रेते एक प्रकारचा केक विकतात, ज्याच्या शीर्षस्थानी काही प्रकारची गोड चटणी असते.",हे विक्रेते वर एक प्रकारचा गोड सॉस असलेला एकच केक विकतात.
Assembly rooms were built and still stand as the Assembly Rooms public house.,विधानसभा खोल्या बांधल्या गेल्या आणि आजही विधानसभा खोल्यांचे सार्वजनिक घर म्हणून उभ्या आहेत.,सभांसाठी खोल्या बांधल्या गेल्या आणि आजही त्या खोल्या सार्वजनिक सभांसाठीचे घर म्हणून उभ्या आहेत.
Let’s check the folder content by typing ls,ls टाइप करून फोल्डरची सामग्री तपासूया.,"फोल्डरमधील घटक तपासण्यासाठी टाईप करा ""ls""."
"Highly unreactive, reactivity increases as you go down the group.","अत्यंत अभिक्रियाशील, तुम्ही गटातून खाली जात असताना प्रतिक्रियाशीलता वाढते.","तुम्ही समुहामध्ये गेल्यावर अत्यंत प्रतिक्रियाहीन, प्रतिक्रिया वाढते."
"Government, after careful examination, hereby introduces the Andhra Pradesh Retail Trade Policy 2015-2020.",सरकारने काळजीपूर्वक तपासणी केल्यानंतर याद्वारे आंध्र प्रदेश किरकोळ व्यापार धोरण 2015-2020 लागू केले आहे.,"सरकारने विचारपूर्वक परीक्षण केल्यानंतर, आंध्र प्रदेश किरकोळ व्यापार धोरण २०१५-२०२० लागू करण्याची घोषणा केली आहे."
More information on this Mission is available at this link httpspokentutorialorgNMEICTIntro,या मोहिमेविषयी अधिक माहिती या दुव्यावर उपलब्ध आहे-pokentutorialorgNMEICTIntro,यासंबंधी माहिती पुढील साईटवर उपलब्ध आहे. http://spoken-tutorial.org/NMEICT-Intro
It's disheartening to see how much I'm paying in fees for my investment accounts.,मी माझ्या गुंतवणूक खात्यांसाठी किती शुल्क भरत आहे हे पाहणे निराशाजनक आहे.,मी माझ्या गुंतवणूकीच्या खात्यांसाठी केवढं जास्त शुल्क भरतोय हा विचार नाउमेद करणारा आहे.
and press Enter ,आणि एंटर दाबा,आणि एंटर दाबा.
Do you know today there was not much of a crowd in the Metro and I got a seat?,"तुम्हाला माहीत आहे का, आज मेट्रोमध्ये फारशी गर्दी नव्हती आणि मला जागा मिळाली?","माहीत आहे का तुला, मेट्रोमध्ये फारशी गर्दी नव्हती आज आणि जागा पण मिळाली मला?"
"Any person who obstructs an officer referred to in sub-sec. (2) of sec. 16 in the discharge of his duties shall, on conviction, be liable to pay a fine of two thousand rupees.","कलम 16 च्या उप-कलम (2) मध्ये निर्दिष्ट केलेल्या अधिकाऱ्याला त्याची कर्तव्ये पार पाडण्यात अडथळा आणणारी कोणतीही व्यक्ती, दोषी ठरल्यावर, दोन हजार रुपये दंड भरण्यास जबाबदार असेल.","कलम १६ च्या पोटकलम (२) मध्ये नमूद केलेल्या अधिकाऱ्याला त्याच्या कर्तव्यात अडथळा आणणारी कोणतीही व्यक्ती, दोषी आढळल्यास, दोन हजार रुपये दंड भरण्यास पात्र असेल."
Application of 5% Povidone-lodine Solution Preparation Use a Cotton Tip Applicator (CTA) to open the upper lid and roll the lid margin and lashes away from the globe.,5 टक्के पोविडोन-लोडीन द्रावणाचा वापर तयार करणे वरच्या झाकणाला उघडण्यासाठी आणि झाकणाचे अंतर गुंडाळण्यासाठी आणि पापण्या पृथ्वीपासून दूर करण्यासाठी कापूस टिप अर्जदाराचा (सी. टी. ए.) वापर करा.,५% पोविडोन-लोडाइन सोल्यूशनचा वापर - तयारी - वरचे झाकण उघडण्यासाठी कॉटन टीप एप्लिकेटर (सीटीए) वापरा आणि झाकण मार्जिन फिरवा आणि ग्लोबपासून दूर फटकारा.
and dry her hands properly,आणि तिचे हात योग्यरित्या वाळवावेत.,आणि हात व्यवस्थित कोरडे करावेत.
We conduct workshops using Spoken Tutorials and give certificates Please contact us,आम्ही स्पोकन ट्युटोरियलचा वापर करून कार्यशाळा आयोजित करतो आणि प्रमाणपत्रे देतो कृपया आमच्याशी संपर्क साधा.,"स्पोकन ट्युटोरियल प्रॉजेक्ट टीम, Spoken Tutorials च्या सहाय्याने कार्यशाळा चालविते. विद्यार्थ्यांना प्रमाणपत्रही दिले जाते. अधिक माहितीसाठी कृपया आम्हाला लिहा."
He also made the thrones for the other gods on Mount Olympus.,त्याने ऑलिंपस पर्वतावर इतर देवतांसाठीही सिंहासनं बनवली.,त्याने ऑलिंपस पर्वतावर इतर देवांसाठी सिंहासनेही बनवली.
Open a document from the presentation,सादरीकरणातून एक दस्तऐवज उघडा.,"Presentation मधून document उघडणे,"
The territory is divided into the constituencies of Daman and Diu and Dadra and Nagar Haveli.,हा प्रदेश दमण आणि दीव आणि दादरा आणि नगर हवेली या मतदारसंघांमध्ये विभागलेला आहे.,दादरा आणि नगर हवेली आणि दमण आणि दीव या दोन मतदारसंघांमध्ये हा प्रदेश विभागलेला आहे.
Im absolutely staggered by the depth of our oceans,आपल्या महासागरांची खोली पाहून मी पूर्णपणे चकित आहे.,आपल्या महासागरांची खोली पाहून माझी पार वाचाच बसली आहे!
In this respect there are no authors,या संदर्भात कोणतेही लेखक नाहीत.,या बाबतीत 'लेखक' नाहीत.
Players in the field try to catch the ball.,मैदानाचे खेळाडू चेंडू पकडण्याचा प्रयत्न करतात.,मैदानातील खेळाडू चेंडूचा झेल घेण्याचा प्रयत्न करतात.
The bridegroom shall pour out the Madhuparka into three cups and then partake a little of it from each of the cups reciting the following Mantra:,वराने मधुपर्क तीन कपमध्ये ओतावा आणि नंतर खालील मंत्राचे पठण करून प्रत्येक कपमधून त्याचा थोडासा भाग घ्यावा.,वराने मधुपर्क तीन पेल्यांमध्ये ओतावा आणि नंतर खालील मंत्राचा उच्चार करत प्रत्येक पेल्यातून थोडासा घ्यावा:
"Now, let us increase the value in cell C4 to 7000 and press the Enter key.","आता, आपण सेल C4 मधील मूल्य 7000 पर्यंत वाढवूया आणि एंटर की दाबूया.",आता सेल C4 ची वॅल्यू वाढवून ती“7000” करून “Enter” दाबा.
"Alternately, set the Automatic Save option so that the changes are saved automatically.","वैकल्पिकरित्या, ऑटोमॅटिक सेव्ह पर्याय सेट करा जेणेकरून बदल स्वयंचलितपणे जतन केले जातील.","एकांतरित, Automatic Save पर्याय सेट करा म्हणजे बदल आपोआप सेव होतील."
I feel bad for all the people who lost money to these online hackers especially one person who had saved up for his daughters marriage Friend 1,"या ऑनलाइन हॅकर्सकडून पैसे गमावलेल्या सर्व लोकांबद्दल मला वाईट वाटते, विशेषतः एका व्यक्तीने, ज्याने त्याच्या मुलीच्या लग्नासाठी बचत केली होती. मित्र 1.","या ऑनलाइन हॅकर्समुळे पैसे गमावून बसलेल्या सगळ्याच लोकांसाठी, विशेषत: आपल्या मुलीच्या लग्नासाठी पैसे वाचवून ठेवलेल्या त्या व्यक्तीसाठी माझं मन हळहळतंय. (मित्र १)"
It then changed inside that other animal until it could infect humans.,"ते नंतर त्या इतर प्राण्याच्या आत बदलले, जोपर्यंत ते मानवांना संक्रमित करू शकत नाही.","नंतर त्या इतर प्राण्याच्या आत, मानवांना संक्रमित करू शकतील इतपत ते रूपांतरित झाले."
It is determined by the ridge surrounding the system.,हे प्रणालीच्या सभोवतालच्या पर्वतरांगांद्वारे निर्धारित केले जाते.,हे प्रणालीच्या सभोवतालच्या कडांद्वारे निर्धारित केले जाते.
He is known for having a rough relationship with former Illinois Governor Rod Blagojevich,इलिनॉयचे माजी गव्हर्नर रॉड ब्लागोजेविच यांच्यासोबतचे त्यांचे संबंध खडतर असल्याबद्दल ते ओळखले जातात.,इलिनॉयचे माजी राज्यपाल रॉड ब्लागोजेविच यांच्याशी त्यांचे संबंध सहजसुलभ नसल्याबद्दल ते ओळखले जातात.
It also took the pictures of Soviet missiles during the Cuban Missile Crisis,त्याने क्यूबाच्या क्षेपणास्त्र संकटाच्या काळात सोव्हिएत क्षेपणास्त्रांची छायाचित्रेही काढली होती.,क्यूबातील क्षेपणास्त्र संकटाच्या काळात त्याने सोव्हिएत क्षेपणास्त्रांची छायाचित्रेही घेतली.
All women 30 years of age and above for Cervical and Breast Cancer,30 वर्षे आणि त्याहून अधिक वयाच्या सर्व महिलांना गर्भाशयाच्या ग्रीवेचा आणि स्तनाच्या कर्करोगाचा त्रास होतो.,गर्भाशयग्रीवा आणि स्तनाच्या कर्करोगासाठी ३० वर्षे किंवा त्यापेक्षा जास्त वयाच्या सर्व स्त्रिया.
It is expected to skirt Honduras before hitting Belize.,बेलीझला धडकण्यापूर्वी ते होंडुरासच्या पलीकडे जाण्याची अपेक्षा आहे.,बेलीझमध्ये धडकण्यापूर्वी ते होंडूरासला वळसा देऊन जाणे अपेक्षित आहे.
"There are some spoken tutorials available on this topic also, on this website.",या संकेतस्थळावर या विषयावर काही स्पोकन ट्युटोरिअल्स देखील उपलब्ध आहेत.,या वेबसाईटवर या विषयावर काही स्पोकन ट्यूटोरियल देखील उपलब्ध आहेत.
Sunlight reddens as it is scattered by dust and smoke in the Earths atmosphere this is why sunsets are red,"पृथ्वीच्या वातावरणात धूळ आणि धुराने विखुरलेला सूर्यप्रकाश लाल होतो, म्हणूनच सूर्यास्त लाल असतात.",पृथ्वीच्या वातावरणातील धूळ आणि धुरामुळे विखुरला गेल्याने सूर्यप्रकाश लालसर होतो; त्यामुळेच सूर्यास्त लाल असतात.
